created_at,user,tweet
2023-01-15 12:51:47,UltanOBhraidin,"@PogoSkyBlues42 @RuthDE I’m not sure you’re fully versed in the mechanics of Socialism, m8.

Are you seriously using an example of “displaced people” being foisted on the Irish Nation in a clumsy attempt to make a point?
Oh m8."
2023-01-15 12:51:44,BobbieJean12,"@TheRealNaGu @cafreiman I see your point, to which I would say that would have more to do with a lack of democratic health than with socialism per se. Socialism is about nationalisation of means of production, but it doesn’t imply that the gov is necessarily corrupt or arbitrary"
2023-01-15 12:51:42,Chris2Account,"I didn't believe people are really like this, but the comments on the meme about capitalism killing things proved me very wrong https://t.co/GvwkMup86y"
2023-01-15 12:51:37,ArcadiaBlitz,@iheartmegaman9 communism
2023-01-15 12:51:37,MitchRe75531722,@JessicaVaugn @JesseKellyDC The right's vision is to the past. Odd that the champions of capitalism hate the results of capitalism. It is the most dynamic force in human history. Embrace it.
2023-01-15 12:51:35,DelglynNicola,Just remember who Kevin Courtney is - Gen Sec of NEU &amp;  a member of the UK Communist Party &amp; attended the 21st century Marxism Conference - nice bloke!  associated with Imperial College London  - Marxism prevalent here I think - teachers are a disgrace
2023-01-15 12:51:27,RoccoBrown11,@KariLake Explain communism to us.
2023-01-15 12:51:25,Socialism4Jobs,"@DrRebeccaTidy @airbnbs #ToryBrokenBritain
Corrupt, greed driven capitalism isn't working"
2023-01-15 12:51:22,ARTalleyne,"Good morning ☀️ 
The police department is still a murderous gang of racist pigs, funded completely by capitalism, upholding, defending and enforcing the perverted laws of imperialist, colonialist, psychopathic scum
#DestroyColonization
#DestroyCapitalism"
2023-01-15 12:51:13,dotsoftwares,@bebra_07 Kindly let me know what is self confidence in Communism
2023-01-15 12:51:11,smrnltl,"Why the plane crash get more media attention/coverage than road accident?

Because Air travel is safest medium of transportation? Aircrafts worth more? Capitalism? 

Human life is same!
Rest in peace all the souls."
2023-01-15 12:51:06,pdpersonnic,"@HaruunYEG Yea, communism works out really well for people. #dumbass"
2023-01-15 12:51:02,AMLalancette,@XVanFleet Thank you 🙏 someone who survived mao knows the dangers of marxism
2023-01-15 12:50:46,Tobitochondria,"Reminder that Marxism is a science, it is not a stagnant theory that becomes outdated. It changes according to the correctness of methods applied to the material conditions. 

Twitter isn't the best platform to explain theory but might as well try🤓"
2023-01-15 12:50:35,MrRay66632631,@AFLCIO Capitalism Don’t work. Corporations make billions and employees make thousands. History has change from countries running countries to corporations running them through campaign money. If you aren’t sitting at the table then you are in the menu.
2023-01-15 12:50:27,mektin_ivor,@UnwokeHeather @ScottAdamsSays @Dilbert_Daily Yoga is stretching and communism!  Devil worshipping too!
2023-01-15 12:50:17,georgebernhard,"@robert_busch65 @M1JSS @aidThompsin Alas, you're correct. The Tories have purged the last iota of economic rationality and, it has to be said, conservatism, at the last GE."
2023-01-15 12:49:58,paritosh2608,"Has anyone read, The Black Book of Communism?"
2023-01-15 12:49:56,DouglaCaz,@drvolts @willb2lux They just reinforce capitalism
2023-01-15 12:49:50,ArvoTasa,"@Tijturan @Rich_Cooper You are a communist. Interesting.

You are just pushing communists' structures everywhere and men into slavery again.

Civilization = communism"
2023-01-15 12:49:49,RedBeat45,"Wokeness = laziness, entitlement, disrespect, self-centeredness, secularity, Marxism, anti-family, nazi boots, anti-meritocracy, affirmative action, obesity, poverty, #blm, anti-religion, African American #abortion(genocide), ivory, ivy league education, etc..."
2023-01-15 12:49:46,deuskapital,"@DonSwanzey @shlormp2 @crim_tweets_ Marx defines communism as the abolition of private property

This will have two effects

1) Lower costs of living for looters

2) Shift costs onto victims

Argue with Marx, not with me"
2023-01-15 12:49:41,crankynotions,"@dmr5090 @AlexNowrasteh The Cold War corrupted our discourse. Many right-wingers assume that because Communism exists, ""free market"" economics (as defined by certain think tanks) is the 'based' response. 

We can't be afraid to use the N-word: neoliberalism. It is the main enemy right now."
2023-01-15 12:49:40,SimonToastie,@Dan__9000 @jeremycorbyn He’s a classic socialist.  Spending other people’s money with no idea how to generate it in the first place and no concept of reaping what you sow - #socialism dumbs down everyone to the lowest common denominator.  I only read up on @jeremycorbyn for comedy value!
2023-01-15 12:49:40,Hellcat31153814,@IneptFredda Alternate History fans have been mentally conditioned to hate socialism no matter how realistically it is presented.
2023-01-15 12:49:38,joana58185712,"@Shilpa877742751 @TimesNow @sreeprapanch @anchoramitaw @NaamTamilarOrg @savukku Listen you victim of British's ideological subversion!
We are Proud of our Hindutvadi Governors, they are Smashing! Communism, Drovidian propaganda, Islamo-supremacy, Dynastic politics and male chauvinism!
and protecting our constitution. https://t.co/w1HDBVT2a4"
2023-01-15 12:49:36,walshsurvey,"@ABerb2000 @ryangerritsen Yes, everything not communism is far right."
2023-01-15 12:49:31,plowmanj3,"A multidisciplinary education philosophy that places race at the center of American history and culture, CRT is akin to racial Marxism — with whites viewed as oppressors and non-whites framed as the oppressed.
https://t.co/ghSeVqKuEU"
2023-01-15 12:49:28,BrianCRuss,"@CaptainChaos550 @FurTheWorkers @SethAGinger @prageru We have prison camps here, under capitalism. In the United States Slavery is still legal in prison."
2023-01-15 12:49:28,YouBastard12,@DaRealMoK @joncoopertweets Conservatives hate free market capitalism.  That's why they cheered when Abbott and DeSantis forced private companies to stop safeguarding their employees and customers with mask/vaccine policies.
2023-01-15 12:49:25,LisaP9483,@FoxNews Green house gases has nothing to do with climate change. Green new deal is the gateway to socialism
2023-01-15 12:49:22,Ravenbird57,@benonwine Socialism
2023-01-15 12:49:20,Spellbinding3x3,"@MayoIsSpicyy They call it Capitalism...

Money &amp; equality are antithetical to one another. It is the height of oxymoronic thinking to believe that they could both simultaneously exist in the same society. Without money, we'd all be rich. Money does not make people rich, it keeps people poor."
2023-01-15 12:49:04,arya_bauergeist,"@whatifalthist Depends who's denying it - orthodox Marxists believe it beard little similarity to their Marxism, those who have imbibed critical theory but are not very intelligent or academic just aren't aware and consider it low class. Those actual critical theorists all say they are Marxists"
2023-01-15 12:48:50,AchaeanMenelaus,"@OrlanthThe @SocDoneLeft ""MAGA communism"" is literally just being a tankie marketed to Trump supporters"
2023-01-15 12:48:49,risucci_rick,"Progressive Liberals like this mental midget call anyone who does not think or agree with him ""dangerous"".
The Socialism/Communism they are pushing for is what is dangerous. But he &amp; his obedient followers are so stupid they follow the wolf into his den. https://t.co/868u6RXyla"
2023-01-15 12:48:42,dommett_ian,"@bobparker @darrengrimes_ Tufton St say socialism fails every time it's tried.

What did you expect them to say?"
2023-01-15 12:48:37,EHK30835343,"@IanJaeger29 It’s the US Embassy Isn’t it! 
Socialists Democrats? 
Socialists Dems don’t own anything in the USA!
Socialists Dems “Do”create corruption and division! 
Socialism Dems “Do” demonic religious ideology =&gt;Socialism!
Socialists Dems  are SATAN IDOL WORSHIPPERS !
Demonic https://t.co/5nalhewQf0"
2023-01-15 12:48:28,BenIrvineAuthor,"@KateCox59582715 Yep. George Watson remarked ""The possibility of a radical, idealistic anti-socialism has never quite taken root in the Western mind."" ... although Reagan and Thatcher gave it a good shot. A SOCIETY with less socialism is a nicer place to live. But socialists just don't get it."
2023-01-15 12:48:13,Nonstopdramus,"The ""Conservative"" think tank has, all by itself, decided that Communism is required.

Remember when we told you they want a UBI and it was called a conspiracy theory?

Let me guess, Digital ID will make it easier to put in place?

Then come the Social Credit Systems. https://t.co/HKzpZ5mT6Q"
2023-01-15 12:48:13,Shushuleri,"FFP is like communism.

Cute on paper but ABSOLUTELY bullshit in the grand scheme of things.

😂😂😂 https://t.co/6d5aIW56XR"
2023-01-15 12:48:11,podcastandbiz,Podcast: Whole Foods' John Mackey on socialism https://t.co/cwK5hyJm2Q
2023-01-15 12:47:41,iama_freedman,@A_Nuclear_Error @AbrahamHamadeh 1/2 The difference between us is I just seen what was coming before you did. But once mass genocide and starvation starts it won't stop. Our government will be full on communism. You won't get special treatment for supporting their takeover of this country. When you reply with
2023-01-15 12:47:35,SilverNShortSup,@POTUS if you don't comply with a future US government illegal mandate you will find yourself riding the bus #Communism .
2023-01-15 12:47:29,stonesandchains,Did I mention I absolutely cannot do smalltalk can we please start to talk about idk capitalism or smth
2023-01-15 12:47:28,NightVision555,"@CurtontheRadio @jacobin Of course it is inescapable - what national government has ever existed that didn’t pass laws? My point is that coercive policies should be a last resort, where with socialism, they are the ONLY resort."
2023-01-15 12:47:23,AlanZibel,@MidwestHedgie they’re both bad for different reasons. coal is massively worse for climate. nukes have no economic model. ironically nukes are only possible under socialism (see France)
2023-01-15 12:47:17,KateCox59582715,"@BenIrvineAuthor How can you make an authoritative stand against the evils of socialism when you've personally embraced it - WFH, furlough, &amp; have never really thought deeply about why it's wrong, beyond ""Stalin bad""or what a positive alternative to socialism would be."
2023-01-15 12:47:15,Anupam_Guha,"104 years since the murder of Rosa Luxemburg. One person in whom I've consistently found a genuine attempt of a politics of liberation. A communist who kept the her analyses sharp, rejected opportunism, and despite immense odds didn't give up on worker's democracy and socialism https://t.co/vciIQAnfZ7"
2023-01-15 12:47:12,FairShare11,@MarkinUptx @HouseGOP Thank you. It’s necessary. We must face political corruption very forcefully or it’s going to continue and get much worse. Punishment must be severe for political parties who support communism.
2023-01-15 12:47:12,hamp2879,"@coffee_anytime Very, very true. 95% of poverty is self-inflected. Then they are rewarded with free shit. Socialism is a motivational destroyer. There is no reason a healthy person should be liven off the system just because the drank too much or does drugs, etc."
2023-01-15 12:47:04,johnkawakami,"The reason why the US ignores these things is because the US aligned with ultranationalist and other far-right factions within Japan, to suppress socialism, and to join the nation into its collection of anti-Communist countries in Asia. 2/"
2023-01-15 12:46:55,HandofGodri,"@PrinceKompany Police brutality exists within communist regimes ten fold, so that can’t be down to capitalism. Not sure school shootings can be simply defined as a result of that either. I’m with you that capitalism isn’t great, just don’t see communism working anywhere outside of utopia."
2023-01-15 12:46:52,RealLoriSpencer,"The Legend of William Z. Foster: America’s “Mr. #Communism” for half a century. 

Learn about his remarkable life in this conversation with @RealCalebMaupin. 

https://t.co/9JhAd9KtLo"
2023-01-15 12:46:45,Mutteroo,"@roller18202802 @stfcphil @StuartDillon1 There are many people in this country who are more right leaning economically but left leaning socially. Are you telling me, it’s wrong to gain their trust &amp; enlighten them on the pros of socialism. How can that be wrong?"
2023-01-15 12:46:42,MoGodOhio,@ZaxxonGalaxian @njhochman @CHSommers @ZaxxonGalaxian you made my point: The pro-abortion side in US wants unlimited abortion up until birth. That does not align with abortion laws in Scandinavian countries - which the same progressives point to as examples  of their version of socialism &amp; green policies.
2023-01-15 12:46:32,brentrn,@Carnage4Life I thought Republicans were supposed to be FOR capitalism.
2023-01-15 12:46:05,Clevemayer,"What this ppl don't get it, or worse, even get it and spread anti knowledge of how things work. A nation is NOT a company. This is one of the biggest faults of capitalism. Reflecting the concept on EVERYTHING. Like even health care etc... Einstein was right about humans... https://t.co/zZD20hRbZ1"
2023-01-15 12:46:03,AsiaReportcom,"@ruchirsharma_1 This is exactly how missionary work, or communism works ... Many countries are blind and helpless when it comes to this."
2023-01-15 12:46:01,LeninLiker,"Therefore, February 23rd was for me what you call a great day. But now that Putin has grown soft, I begin to lose the trust I had placed in Russia to strangle and pull down the so-called Euro-American colossus, that is, the greatest exponent of capitalism https://t.co/9QrtYDTdXi"
2023-01-15 12:45:57,FADCLDN,"@oldtrotter Fiscal conservatism, an attempt to shift to a smaller state but in an electorally venal way coupled with limited social liberalism and use of rhetorical anti-Europeanism in an attempt to head off right wing demands for change to the EU relationship,"
2023-01-15 12:45:46,WillFerneau,@drandrewb @ninaturner Sound like socialism is only for the rich
2023-01-15 12:45:45,1776Patriot10,@NotHoodlum Body Shaming is wrong.  Didn’t they teach you that in communism 101?
2023-01-15 12:45:42,1Objectivist,"@eve_chantel If you want to fight evictions, then fight for capitalism, which is the only system that can give people property rights."
2023-01-15 12:45:34,CaveArma,@4donreed2ndtry @NPR @JustinTrudeau They got richer because of capitalism. Has been true for 40 years
2023-01-15 12:45:29,AuntyFashitz,"@marky_marxism @Wiswell Most people I've known who wear it aren't even LGB/T - and I only know one gay person who does identify as 'queer'

It's amazing how many heteronormative people think a homophobic slur is a fun way to describe themselves"
2023-01-15 12:45:27,RealSolutionPod,@phillip_USA_ @WhiteHouse @GOP Socialism fails everytime
2023-01-15 12:45:26,FrTotleben,"@RadTradThomist @TheRightsWriter @ArcEng9154644 @ChrisMSarracino @CanonTwoTwelve @timotheeology @pontificatormax And even if it did, it would not be an instance of ""socialism"" which is what is under discussion here. Again you are shifting the goalposts."
2023-01-15 12:45:25,warwickhs,@Snowmanic There’s more internal contradictions in that one sentence than in the whole of the modern capitalism.
2023-01-15 12:45:23,Sethjohny,"@KYBornAgain @SirJeremyLondon I was there to. And I saw by in large centrists that were in charge. Ted Wheeler was a republican until the mid 90s. And considering what the Republicans have done to states like Texas and most the south, conservatism isn't the answer. Actual left wing policies are needed."
2023-01-15 12:45:18,shaun_vids,"but don't put this down to individual greed or malfeasance, the rules of capitalism mean that this sort of thing is absolutely inevitable. it is systemic, they have to try to do this"
2023-01-15 12:45:04,SIRATYST,"@debpresente How capitalism exploits the earth's resources for the few and robs humanity of its life-giving environment.

https://t.co/SiZwm3Vma3"
2023-01-15 12:45:02,JamesBa65247752,This is a brilliant way of describing socialism https://t.co/UYChfhQzq6
2023-01-15 12:45:02,artfram_es,"«Marxism Will Give Health to the Ill» (1954) by Frida Kahlo
🏛️ Museo Frida Kahlo
#art https://t.co/p9gpP4u4RZ"
2023-01-15 12:44:55,Fukguncontrol,"@Smith81T @OsanteRaquel Protecting your borders , traditions and culture( Nationalism) upholding the law and crushing Communism and Socialism,  makes the difference between crime and chaos and order and safety"
2023-01-15 12:44:42,SidSchirocco,@rickyricksmusic Puhhhleeese! Know your communism!
2023-01-15 12:44:38,new89604044,National Spokesperson pulemabe outlining the launch of #Letsema campaign in the aisle s of the ANC in the Daily Maverick and expressing continued support to the struggle for socialism against capitalism.
2023-01-15 12:44:36,KateCox59582715,"@BenIrvineAuthor The problem is, as you've identified, the conservative establishment is largely amoral, self serving and in it for the jollies. They don't want communism but don't stand for anything other than freedom to get their kitchen done &amp; go on holiday."
2023-01-15 12:44:25,MojoTejas,"@elonmusk Obama's legacy. He tried &amp; succeeded to destroy the $ w/ financial bailouts establishing moral hazards that basically corrupted our big banks. Trump continued the reckless spending. Now Biden continues progressive Dems' agenda to destroy capitalism, bolster need for WEF globalism"
2023-01-15 12:44:22,obaa_boni,"When I was in my twenties I literally didn't even care about money in partners.

I had this vision of romantic love that transcended all systems of domination including patriarchy and capitalism https://t.co/DBvrMxr0eL"
2023-01-15 12:44:17,katierisse,@joncoopertweets No no no you're mistaken it is democrats that are desperately attempting to bring us into socialism
2023-01-15 12:44:06,ElonRevealTruth,@MuellerSheWrote Gaslighting until the country falls into communism
2023-01-15 12:44:04,FrTotleben,"@RadTradThomist @TheRightsWriter @ArcEng9154644 @ChrisMSarracino @CanonTwoTwelve @timotheeology @pontificatormax Depending on the details, unlimited welfare does not necessarily violate QA 57, but even if it did, that does not make it an instance of ""socialism"", which is what is under discussion here. Again, you are shifting the goalposts."
2023-01-15 12:43:52,yheraluna,"Conspiracy and Symbologist Jordan Maxwell's LAST lecture.   Explains communism... Sooo interesting! 🌞 💰 🤑 

https://t.co/FtONt6ZxLZ"
2023-01-15 12:43:42,Stevensky01,@centristozzy @DrEliDavid Someone had to do the censoring. It's Communism after all.
2023-01-15 12:43:38,Kat458795311,"@liz_churchill8 They all took an oath. They vowed to repress women. To keep us weak, co-dependent, confused, insecure, scared and powerless. To dim our light. To exploit us, turn us against eachother. To lose our sacred connection to the earth &amp; love. All in the name of capitalism."
2023-01-15 12:43:36,bleetin,@NewStatesman Is this were the snowball of Nu Tory lite starts to be branded as communism by the goose stepping 1922 committee once more
2023-01-15 12:43:29,Lastvibe1957,"@R46265278 @ab_modder @robrousseau @elonmusk Ye, thats what capitalism is
You trade with whoever you want, IF YOU WANT"
2023-01-15 12:43:23,Immabored1,"@Ledhedd2 @FBIWFO The global oligarchy has it hidden.
Overthrow capitalism to see it"
2023-01-15 12:43:18,BabaZanet,"Following the example of Ukraine, should Germany erect a monument to Adolf Hitler as a victim of communism?
https://t.co/AZutElK9jc"
2023-01-15 12:43:17,aljaytee2001,"I'm trying to write a book themed ""
WESTERN FREEDOM AND DEMOCRACY: EXTENSION OF GLOBAL COLONIALITY...
Can you please suggest some helpful materials on how America's freedom and democracy are mere synonyms for wealth extraction and crony capitalism 🙏"
2023-01-15 12:43:10,Captainmarc5,"@RBReich What you saying is true. However, we live in a society based on capitalism and this is one result. May not be perfect system, but only one proven to sustain freedom and better than socialism."
2023-01-15 12:43:08,Stiv19782022,"@KariLake You have absolutely no idea what Communism is, do you."
2023-01-15 12:42:58,FunditRight,@LarrySFSD @chuckwoolery You’re smoking crack.  How are them gas prices and food prices?  You obviously can afford it.  Most can’t.  Wake up and smell the communism.
2023-01-15 12:42:52,soumyay234732,"@jacksonhinklle Communists need to oppose this concept of ""girl boss"" as they have traditionally done. Women working in corporate sector is not ""women liberation"" , this actually means both men and women are getting exploited by capitalism."
2023-01-15 12:42:52,PalJoey100,@KariLake Fix our elections how? To disqualify votes if you personally don’t like the results? THAT is communism.
2023-01-15 12:42:45,sovietstern,"@UnnamedAcolytus that's a bit difficult with me as i think we need to take all 20th ct experiences serious &amp; also need to overcome nationalist sentiments which torment the balkans &amp; other places so much these days, and also overcome the sino-soviet split - on a way forward to socialism of course."
2023-01-15 12:42:38,Roodie77,@victorykokolae True but capitalism doesn’t work for every society
2023-01-15 12:42:28,NasraMarie,“The evils of capitalism are as real as the evils of militarism and racism. The problems of racial injustice and economic injustice cannot be solved without a radical redistribution of political and economic power” #MLK
2023-01-15 12:42:27,lowfatlard,"@DeclanBurke2 @PaulEmbery As Orwell observed, the bourgeois left don't like the working class they just envy/hate the ruling class. Many see socialism as the route to their power or just a way to 'stick it to the man'.
It's why they've so eagerly embraced identity in direct contradiction to class politics"
2023-01-15 12:42:27,detox665,"@JohnCleese Not quite right. I expect those I elect to be smarter than me. 

Socialists, by believing in socialism, have demonstrated that they are not smarter than me. I object to being ruled by them."
2023-01-15 12:42:23,spenny4,@stats_feed Inflation only started since capitalism was introduced. Until then money had pretty much the same value. Perhaps we should rethink the system.
2023-01-15 12:42:18,KahiaNyaaa,"@motzarelagg @epicdndmemes Capitalism hates art, fun and games. You should know that."
2023-01-15 12:42:15,SandeshUpreti99,"As long as there is no competition, Nepal can’t really get into corporate capitalism. It’s all hollow and monopoly!!"
2023-01-15 12:42:12,scotchua,…if you’re a moron who doesn’t know what Globalism or Communism is https://t.co/KChna5H4r8
2023-01-15 12:42:08,wokismisacult,"@EmmaKuzi @MarioNawfal Let me explain it a little better. The left wants communism. They want to take our rights away. Do away w the constitution, the right has 300 million AR-15’s and they know- they can’t complete their commie agenda with us having those guns."
2023-01-15 12:42:07,nickdau44,@TylerKluver @bkupka05 Something something rabble rabble rabble AND CAPITALISM rabble rabble!
2023-01-15 12:42:02,RobMooney12,"@BradMossEsq @EliLake Asking Twitter to shut down speech and opinions you disagree with is fascism and communism. That's the problem with you people, you have no idea what these words mean and have no clue about history. Hitler shut down speech he disagreed with as well, was he a patriot?"
2023-01-15 12:42:02,fabianacecin,"Capitalism was always extremely bad, biased against shifting resources to doing the right thing. What's happening now is that people's ability to organize to force capitalism to do the right thing is being eroded. https://t.co/kXlunyTxWu"
2023-01-15 12:42:01,VPsychocatze,@The_RunicKnight @epicdndmemes What socialism does in your description of capitalism ?
2023-01-15 12:41:52,rxadam12,@andersostlund Thats because the Russian Communists have infiltrated the world everywhere in Germany France and even in America in the Universities and Politicians and leaders..The goal of Communism is World domination
2023-01-15 12:41:40,BigT07752864,"Private brokers earn millions finding care homes for NHS patients

Capitalism always finds a way to exploit a crisis as a way of making a profit at the expense of the poor.  https://t.co/kw0Ylf4nxo"
2023-01-15 12:41:34,skipaiotter,"@BBCNews UK politics, especially within Westminster always pushing towards the right have to drop the whole privatisation and move more towards socialism/left to fix this.  It has been Tories that have messed this up and Labour cuddling up to them isn't helping either with Starmer."
2023-01-15 12:41:16,Patricia_Ann_E,@esmolawl She should have taken that to LinkedIn if she wanted to glorify capitalism. People need sleep.
2023-01-15 12:41:14,PiperMarxBot,"The distinguishing feature of Communism is not the abolition of property generally, yet EFMA (the more evangelical groups) gained 3,785."
2023-01-15 12:40:49,tjl441,@catturd2 One of the traditional methods of imposing statism or socialism on a people has been by way of medicine. It’s very easy to disguise a medical program as a humanitarian project. – 1961 President Ronald Reagan!
2023-01-15 12:40:43,PangurBn10,"Why do they assume Ireland wouldn’t be its current mess had it remained in U.K?
UK legalised lot of social stuff like abortion, contraception, sodomy etc way before Ireland as Ireland held out social conservatism longer 

Immigration in Ireland didn’t really start till late 90s https://t.co/o6NeAfSInz"
2023-01-15 12:40:26,ElderRebel,"Socialism… 

A Race to the Bottom… https://t.co/QQijtnDn2w"
2023-01-15 12:40:23,tjl441,@GunnaBeBiblical @P_McCulloughMD @TexasLindsay_ One of the traditional methods of imposing statism or socialism on a people has been by way of medicine. It’s very easy to disguise a medical program as a humanitarian project. – 1961 President Ronald Reagan!
2023-01-15 12:40:23,GPanago2,@JILLSLASTWORD @fordnation That's what running Ontario like a business means folks.. CEO socialism. Screw the rest.  #onpoli
2023-01-15 12:40:19,CrypticMoogle,@davidmiller @norarahimian @scottsantens Nah quit giving capitalism credit. It's the reason we need a socialist aspect like ubi. Keep studying kid
2023-01-15 12:40:12,MuttleyMusings,"Good, short example of why Socialism will always fail. It's a race to the bottom, zero incentive to strive. https://t.co/01ymRufT56"
2023-01-15 12:40:02,AssEating1128,"@TheKenBarnett Imperial capitalism, under its popular label neoliberalism, which all presidents post-FDR adhered to (spoken or un), has meant the absolute devastation of our world and every person on it. Why else oppose nations like China, USSR, DPKR, Cuba who all sought TRUE democracy?"
2023-01-15 12:39:51,Immabored1,"@catturd2 ""I DID NOT GET THE VACCINE BECAUSE IT IS FULL OF BAD STUFF I HEARD ABOUT ON YOUTUBE. THE PHARMACEUTICAL INDUSTRY US GREEDY, BUT DON'T NATIONALIZE IT BECAUSE UNREGULATED CAPITALISM IS THE ANSWER."" https://t.co/52vqg0vjAY"
2023-01-15 12:39:48,GladstoneMarian,"@RichardJMurphy #Starmer is merely talking #Tory  
The sounds are baffling, uttered from the mouth of the #Labour  leader, I know. 
Such is the parlous state of reform. Of #Labour 

Follow @ICFI_WSWS for socialism."
2023-01-15 12:39:43,mugiwarogue,@7jeeeeeeec @YasmKF welcome to capitalism
2023-01-15 12:39:41,stwickery,"@falder_steve @stgeorgehughes @BernieSpofforth First off do you want to own your own stuff? Thats capitalism. 

What most people struggle to realise is ""free market"" economics is the other side of the socialism coin.

We have a free market economics problem mostly because the government gets in the way."
2023-01-15 12:39:29,ReynelAguilera,"@BreeNewsome Doctors kill 400,000 Americans each year (not counting abortions).
It's called ""Medical Malpractice.""
The police kill a few Americans every year and it's called ""police brutality.""
Marxism is propaganda.
Socialism is propaganda.
Propaganda was the origin of the Gulags."
2023-01-15 12:39:27,MontySaurusRex_,@OfficialAPoD @epicdndmemes Corporatism is a side effect of capitalism. Can't have one without the other.
2023-01-15 12:39:20,GOPBluePrint,@robreiner Katie Porter??? The woman who sells a law text book for a couple hundred dollars and then bitches about capitalism???
2023-01-15 12:39:11,FarisFromArabia,Economic because i believe cutting welfare programs to introduce a UBI program would help pick risks in the market leading to wealth fostering cultural conservatism through strengthening the nuclear family. https://t.co/XJDrJtWDrh
2023-01-15 12:39:10,MantasV12,@pslnational @BrianBeckerDC party of communism and enslavement more likely
2023-01-15 12:39:09,ontologicalblob,@Skylar_Byrne @TheAbridgedZach You're describing libertarianism not conservatism.
2023-01-15 12:39:00,227Jjones,@csmagnuson @LukaLuca77 @DanSkubel Health care is a joke in America. Not the quality of care from doctors. The problem is the bureaucracy and corporate greed. Capitalism is not working anymore. We need a a hybrid solution.
2023-01-15 12:38:51,ElectricWeegie,@daniel_eth @reconfigurthing You mean capitalism? Like what does this mean?
2023-01-15 12:38:49,jlschuth,"@laralogan There is no Climate catastrophe!  This is all about control, destroying freedom, capitalism and statehood!"
2023-01-15 12:38:46,henbapur,"@AlexHeffron20 I'm in the middle of reading The Origin of Capitalism in England, 1400–1600 by Spencer Dimmock which explains the policing of private land which Meiksins Wood fails to discuss imo.

I'll definitely chase down more critiques!"
2023-01-15 12:38:29,Tim_The_Sandman,"@nathaliejacoby1 Yes, without any critical theory applied.  Also limited to history class, this doesn't need to be in a math book, etc.

No critical, intersectional, or other transformative religious theory including Marxism and the Pedagogy of the Oppressed should be taught in schools, however."
2023-01-15 12:38:26,grantsphere,@Andy___Douglas @Ross_Greer Nailed it. Communism running through these anti business wastrel’s veins.
2023-01-15 12:38:11,JJWvanWaning,"'Listen to [or read] this Article: ""America’s Theater of the Absurd"", by @ChrisLynnHedges 
The current dysfunction in the Congress is but a glimpse of the nightmare ahead.'

@USCongress #democracy #capitalism #materialism #militarism #politics #Fascists 

https://t.co/KkkpK1mpaN"
2023-01-15 12:37:58,parismarxoxo,the meaning of childhood is the absence of star to socialism😟👏🏻👎🏻
2023-01-15 12:37:58,MigelKonstantin,"~ #My #Only #Wish #From #The #World ... I Have To Live On Planet Earth Between Your Commercial Rapture Capitalism &amp; I Cannot Work At Any Work, Because My Life &amp; My Consciousness Fits Not With Anyone. Pay An Unconditional Social Welfare To Me Till My Last Breathe &amp; No Pension ~"
2023-01-15 12:37:58,MikeJCzapla,@Nethar6H @GoodPoliticGuy And your solution would be communism?
2023-01-15 12:37:49,BrazosReds,"$2.85. What it costs to make a dosage of the Moderna vaccine.

$26. What a dosage of the Moderna vaccine sales for.

$19 Billion. What Moderna made in profits over the last two years.

$130. What Moderna wants to raise the price of a dosage to (a 400% increase).

Capitalism."
2023-01-15 12:37:46,FrTotleben,"@RadTradThomist @TheRightsWriter @ArcEng9154644 @ChrisMSarracino @CanonTwoTwelve @timotheeology @pontificatormax Give me an argument for why these are ""moderate socialism"" in Pius's sense of the term. I understand that they are ""moderate socialism"" according to your own personal definition of socialism, but for the purposes of the condemnation, what counts is Pius' definition."
2023-01-15 12:37:44,aryasjager,@groyperatio Saturnalia is proto-communism. We have to cut liberalism at it's root
2023-01-15 12:37:40,antd1_,"@convomfs no democracy, no socialism, no nothing, ~2100 sistem government berubah total, AI and machine learning based government"
2023-01-15 12:37:40,no_1_cares_____,@stephan_mtorg @McFaul Comparing capitalism with slavery is pretty crazy imo and replacing it with authoritarianism and fascism or anarchy would be a terrible.
2023-01-15 12:37:27,no_1_cares_____,"@stephan_mtorg @McFaul Capitalism isn't perfect and needs controls and checks and balances Unfettered capitalism isn't great.

However, the personal freedoms it allows are incredibly good."
2023-01-15 12:37:15,tjl441,@c_plushie @P_McCulloughMD One of the traditional methods of imposing statism or socialism on a people has been by way of medicine. It’s very easy to disguise a medical program as a humanitarian project. – 1961 President Ronald Reagan!
2023-01-15 12:37:15,MikeJCzapla,"@GoodPoliticGuy CCP is communist and is no better(possibly worse for the environment). CCP is communism, which means it is about the greater good of the country. 

So this idea of government control fixing things is not only wrong, it will most likely make things worse."
2023-01-15 12:37:12,jamesemar,@pete3291 Seems to me you are the biggest threat to democratic socialism and the Labour movement.  Spreading lies only helps the Tories and the far right.
2023-01-15 12:37:12,DebMc218,@AbeWarRoom @krismayes @ConradsonJordan Illegitimate AG ranting about prosecuting those who are on  to her and the election fraud circuit.  Communism at it's finest.
2023-01-15 12:37:09,ApetivistAct2,"@Postbop3C They were concentrating on the wrong type of Materialism.

#Marxism"
2023-01-15 12:37:00,FlorinMusetoiu,"@Valenti39175896 @stillgray Capitalism made China what it is today, companies that want more profit for low production costs."
